timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2026-03-06T17:35:19,IS-WiN-PC14,spike_probe_N512_I4_r1,512,1024,0.5,4,512,4.0,4,10,0.016312878000007913,16.069757893111984,0.0022479571999610925,116.61431988319758,7.256756489976881,7.25675648997688
2026-03-06T17:35:24,IS-WiN-PC14,spike_probe_N512_I10_r1,512,1024,0.5,4,512,4.0,10,10,0.03887253460006832,6.743681694466593,0.004511428999921918,58.1066442593992,8.61645713602965,8.61645713602965
2026-03-06T17:35:30,IS-WiN-PC14,spike_probe_N512_I20_r1,512,1024,0.5,4,512,4.0,20,10,0.07601821409998592,3.44843670827632,0.007638133500040567,34.32042658047385,9.952459471883044,9.952459471883046
2026-03-06T17:35:34,IS-WiN-PC14,spike_probe_N1024_I4_r1,512,1024,0.5,4,1024,4.0,4,10,0.041352075699978744,12.678638039934464,0.003262101300060749,160.7209438867629,12.676514889101897,12.676514889101895
2026-03-06T17:35:40,IS-WiN-PC14,spike_probe_N1024_I10_r1,512,1024,0.5,4,1024,4.0,10,10,0.10089125870008502,5.196565160897911,0.007444962200042937,70.4218484812423,13.551614634054575,13.551614634054575
2026-03-06T17:35:48,IS-WiN-PC14,spike_probe_N1024_I20_r1,512,1024,0.5,4,1024,4.0,20,10,0.1953707005999604,2.683554895334732,0.01390169300002526,37.71396764401626,14.053734361678494,14.053734361678494
2026-03-06T17:35:54,IS-WiN-PC14,spike_probe_N2048_I4_r1,512,1024,0.5,4,2048,4.0,4,10,0.1209972872000435,8.666111648159523,0.008039870700031315,130.42199795525516,15.049655860705847,15.049655860705846
2026-03-06T17:36:02,IS-WiN-PC14,spike_probe_N2048_I10_r1,512,1024,0.5,4,2048,4.0,10,10,0.2985648584000046,3.5120543175083325,0.019277497600069183,54.393781898135835,15.487739362962394,15.487739362962396
2026-03-06T17:36:14,IS-WiN-PC14,spike_probe_N2048_I20_r1,512,1024,0.5,4,2048,4.0,20,10,0.6004218516999572,1.7463987978305533,0.03879040849997182,27.031837006840536,15.478616362093568,15.478616362093566
2026-03-06T17:36:18,IS-WiN-PC14,spike_probe_N512_I4_r2,512,1024,0.5,4,512,4.0,4,10,0.016284422299941072,16.097838484632558,0.0022254464000070586,117.79389519296828,7.317373404225517,7.317373404225517
2026-03-06T17:36:24,IS-WiN-PC14,spike_probe_N512_I10_r2,512,1024,0.5,4,512,4.0,10,10,0.03887471440002628,6.743303559802431,0.004290229199978057,61.10256300557107,9.061220878414867,9.061220878414865
2026-03-06T17:36:30,IS-WiN-PC14,spike_probe_N512_I20_r2,512,1024,0.5,4,512,4.0,20,10,0.07607596310008376,3.445819011914834,0.008274370300023292,31.681444085148335,9.194169506756255,9.194169506756255
2026-03-06T17:36:34,IS-WiN-PC14,spike_probe_N1024_I4_r2,512,1024,0.5,4,1024,4.0,4,10,0.04128391210006157,12.699571657096374,0.0033133689999885973,158.23411156493717,12.45979910483971,12.45979910483971
2026-03-06T17:36:40,IS-WiN-PC14,spike_probe_N1024_I10_r2,512,1024,0.5,4,1024,4.0,10,10,0.10290712240002904,5.09476883399717,0.007276777999959449,72.04947024671107,14.141852671691028,14.141852671691028
2026-03-06T17:36:48,IS-WiN-PC14,spike_probe_N1024_I20_r2,512,1024,0.5,4,1024,4.0,20,10,0.20171606470003098,2.5991385504157094,0.014450829899942619,36.28082287523721,13.958787564223696,13.958787564223698
2026-03-06T17:36:54,IS-WiN-PC14,spike_probe_N2048_I4_r2,512,1024,0.5,4,2048,4.0,4,10,0.1263434003999464,8.299412527133827,0.008260426600008941,126.93969098386094,15.29502125226918,15.29502125226918
2026-03-06T17:37:02,IS-WiN-PC14,spike_probe_N2048_I10_r2,512,1024,0.5,4,2048,4.0,10,10,0.30791583529999117,3.405398098407023,0.01911746919995494,54.84910105164294,16.106516614694844,16.106516614694844
2026-03-06T17:37:14,IS-WiN-PC14,spike_probe_N2048_I20_r2,512,1024,0.5,4,2048,4.0,20,10,0.610187091699936,1.718449987328878,0.03746192230000815,27.99044831716422,16.288194898631865,16.28819489863186
